id,lat,lon,time,tags,url,challenges,username,country_code,mapid,name
3639281,49.24979908,-123.1532372,7/2/2019 20:15,cardboard,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/02/134307-6eab779e-696a-4b52-89ab-6b5c2e38f654-1289e974-3128-36f9-8586-536146f543f3.jpg,Ocean Heroes,Sea-Otter,CA,AR,Arbutus-Ridge
1800006,49.24564453,-123.1556198,8/27/2018 15:09,plastic+straw,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2018/08/27/0a74c670-27cf-39f5-9a88-8f5d96583c54-93233.jpg,,litterati-93233,CA,AR,Arbutus-Ridge
1800005,49.24523671,-123.1567164,8/27/2018 15:06,slurpee+plastic+straw,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2018/08/27/b0df34f6-4d02-30ca-aafb-d673442c9b8d-93233.jpg,,litterati-93233,CA,AR,Arbutus-Ridge
1800004,49.24597491,-123.1569359,8/27/2018 15:03,mcdonalds+lid+plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2018/08/27/dcc49763-b034-3668-80a7-d63de81085f7-93233.jpg,,litterati-93233,CA,AR,Arbutus-Ridge
1800003,49.24596573,-123.1570531,8/27/2018 15:03,straw,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2018/08/27/8f7897cb-9277-3c1d-a204-7f90c7e7b186-93233.jpg,,litterati-93233,CA,AR,Arbutus-Ridge
5145159,49.2730065,-123.1272524,2/5/2020 18:44,,https://litterati-v3-bucket.s3.amazonaws.com/2020/02/05/1-3e95509d-072f-4421-9be3-4bffbcc90805.jpg,No Plastic in Nature,ivansong3,CA,CBD,Downtown
5145157,49.2729806,-123.12725,2/5/2020 18:40,,https://litterati-v3-bucket.s3.amazonaws.com/2020/02/05/1-608a6d88-3d9a-4f96-9bba-132c5203a851.jpg,No Plastic in Nature,ivansong3,CA,CBD,Downtown
5012868,49.28940671,-123.1268982,1/19/2020 13:21,cup+paper+lid+starbucks,https://s3.amazonaws.com/litterati-v3-bucket/2020/1/20/35047-ltr_1579440070.1339421_A4DBAEBA-7E89-4DEB-86A2-4E11714DDBF0.jpg,,litterati-35047,CA,CBD,Downtown
3821505,49.27279456,-123.123523,7/28/2019 17:23,plastic+cup+straw,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/28/136379-f2b91472-0311-4406-b0b4-f58b7c8ea207-ef75af3a-f29f-3ad2-afd0-2d39c5cefe1c.jpg,,cpoli,CA,CBD,Downtown
3807126,49.28255962,-123.112007,7/27/2019 0:21,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/27/134283-91717591-2af9-4737-9ee9-4d6e2080a3bd-2aa8026c-ddf1-3293-b780-aaa06704fb43.jpg,Ocean Heroes,jessebullen ,CA,CBD,Downtown
3787715,49.27312312,-123.1194829,7/24/2019 0:34,plastic+cup,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-a327b783-ce19-45a5-8881-f211e01be163-e63b7ffe-1bb7-38c4-92b2-a443af6e3603.jpg,,cpoli,CA,CBD,Downtown
3787714,49.27319608,-123.1193669,7/24/2019 0:34,plastic+spoon+plasticspoon+gelato+gelateria+baggiogelato+baggio+plasticpiece,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-45bf8f4e-2318-47e8-a201-bee5b82585ac-20ef8605-c9fb-38ae-8fbd-f6003b51c559.jpg,,kk44,CA,CBD,Downtown
3787713,49.27338936,-123.1189462,7/24/2019 0:33,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-5d6436c8-609d-4621-9e94-44e9551da838-9715c483-ab34-3cef-a8eb-a0d722232e75.jpg,,cpoli,CA,CBD,Downtown
3787709,49.27325935,-123.1187536,7/24/2019 0:32,plastic+spoon+plasticspoon+gelato+gelateria+baggiogelato+baggio+two,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-fa129937-a5ad-4e00-ba60-ef4b1c7147dd-1ac37e47-96a1-3439-af49-0d77da6bc4ab.jpg,,kk44,CA,CBD,Downtown
3787707,49.27332552,-123.1187372,7/24/2019 0:32,plastic+spoon,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-5f37c33f-2229-408d-a46b-469f01a57285-a65f99c6-63de-3f53-bb1e-72d6dff99507.jpg,,cpoli,CA,CBD,Downtown
3787697,49.27383673,-123.1183168,7/24/2019 0:28,plastic+spoon+plasticspoon+gelato+gelateria+baggio+baggiogelato,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-cc195ff6-ccf9-42d6-ad0d-727b493c09c8-bb0c25cb-135f-3e28-9633-fc80b1dc43b3.jpg,,kk44,CA,CBD,Downtown
3787696,49.27352766,-123.1184376,7/24/2019 0:28,plastic+spoon,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-fc3667b1-345b-407c-9859-b857d8e6e38e-d054f3d0-5a2d-3d74-9915-8f70a1a58b4a.jpg,,cpoli,CA,CBD,Downtown
3787695,49.27358944,-123.1189461,7/24/2019 0:25,plastic+spoon+plasticspoon+baggio+baggiogelato+gelateria+gelato,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-8ec49040-fc18-4a94-849d-321709016e38-2cd81a70-ecb3-3e19-954a-1067bd1cea73.jpg,,kk44,CA,CBD,Downtown
3787694,49.27346397,-123.1185673,7/24/2019 0:25,plastic+spoon,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-82d03a2a-2d75-4420-9217-dab7d01cd470-664e6807-9a82-3d3a-8252-1ee7f60eb001.jpg,,cpoli,CA,CBD,Downtown
3787693,49.27365815,-123.1188396,7/24/2019 0:24,plastic+plasticspoon+spoon+baggio+baggiogelato+gelateria,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-d0a96f07-176a-443e-8774-40bfbb38246f-bdb13bce-3697-39ee-bc4d-60c21ed8188f.jpg,,kk44,CA,CBD,Downtown
3787692,49.27360955,-123.118864,7/24/2019 0:21,plastic+plasticspoon+spoon+gelato+baggio+gelateria+baggiogelato,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-4e6e34a2-720d-4f08-a454-f2401d8ba4fd-9e63d075-97f1-3f43-8206-b1ac40da7471.jpg,,kk44,CA,CBD,Downtown
3787691,49.27346055,-123.1187947,7/24/2019 0:21,plastic+spoon,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-d8f0a12c-b16d-4f34-8904-12862b39dc77-ee50e996-3d2b-35e0-9bcb-4880e290ae95.jpg,,cpoli,CA,CBD,Downtown
3787684,49.27326203,-123.1189342,7/24/2019 0:18,starbucks+plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-b1441a07-82f3-497d-8e51-a0d00d57f431-3180df79-95d8-3622-baa8-d04902da63a8.jpg,,cpoli,CA,CBD,Downtown
3787682,49.27335267,-123.1185739,7/24/2019 0:18,plastic+plasticlid+lid+slurpeelid,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-61104cd0-0e1d-4bbc-989f-013a397baaf7-568d7270-ce96-36c6-a96b-87951ea626b8.jpg,,kk44,CA,CBD,Downtown
3787678,49.27228592,-123.1184047,7/24/2019 0:16,tissue,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-1d6e3778-0e4e-47bc-8397-5497b081b572-e2d0c494-8ddf-37af-9269-930c86dd0896.jpg,,cpoli,CA,CBD,Downtown
3787675,49.273358,-123.1184166,7/24/2019 0:16,plastic+plasticlid+lid+takeout,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-7b9b24f3-b65e-48e8-a204-91ca73fc6094-7d46ea92-5b1f-3ca5-83d8-391f727baa2d.jpg,,kk44,CA,CBD,Downtown
3787664,49.27320137,-123.1178409,7/24/2019 0:14,napkin,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-b5d5f15d-a171-4575-8677-396265a07f1c-841a8b9b-f83c-349e-9c3c-66bb5e07b788.jpg,,cpoli,CA,CBD,Downtown
3787662,49.27330376,-123.1176844,7/24/2019 0:13,plastic+bike part,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136362-b90b8509-a4da-4598-96f6-7d76d32708a2-657b02c1-0672-340f-b1f7-ac2f33c2f631.jpg,,kk44,CA,CBD,Downtown
3787656,49.27317912,-123.1197019,7/24/2019 0:12,napkin,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/24/136379-45568050-ab95-4cdb-b6c9-5c308aa48c1b-89a68c98-7e13-3128-9095-4d44e745dcd9.jpg,,cpoli,CA,CBD,Downtown
3773783,49.27396875,-123.1254008,7/20/2019 20:03,plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/20/136379-8e857a65-34f5-4768-a118-6fc0637ccc3f-ab966a5e-aa3f-3b7d-a5b8-51f102b452ea.jpg,,cpoli,CA,CBD,Downtown
3773781,49.27382344,-123.1255573,7/20/2019 20:00,wrapper+trojan,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/20/136380-d9c356cc-f503-4572-8b67-bda1943e113b-ede23fe9-3594-364f-917e-3be790571c83.jpg,,kevin-d,CA,CBD,Downtown
3745713,49.280155,-123.1168362,7/17/2019 15:53,plastic+dollarstore,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/17/134224-c1a62c45-62a2-4723-b242-303ecc87a56a-dd020648-7287-36ce-b35a-c22b34521326.jpg,Ocean Wise,grainymustard,CA,CBD,Downtown
3745700,49.28006667,-123.1170583,7/17/2019 15:51,timhortons+plasticlid+wrapper+drinktray+coffeecup,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/17/134224-7acdf658-2015-4e9b-912d-2ff7416288cc-7dd5f871-9585-30dc-8ba7-13e3a70ba6c8.jpg,Ocean Wise,grainymustard,CA,CBD,Downtown
3745702,49.28069167,-123.116225,7/17/2019 15:51,timhortons+coffeecup,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/17/134224-c4b054a6-fa9a-4218-99b1-f7cd5a88c835-7dd5f871-9585-30dc-8ba7-13e3a70ba6c8.jpg,Ocean Wise,grainymustard,CA,CBD,Downtown
3745701,49.28058833,-123.116975,7/17/2019 15:51,timhortons+coffeecup,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/17/134224-dc9e17ae-c046-4543-b18c-a320a29b913c-7dd5f871-9585-30dc-8ba7-13e3a70ba6c8.jpg,Ocean Wise,grainymustard,CA,CBD,Downtown
3745698,49.280155,-123.1168528,7/17/2019 15:51,timhortons+coffeecup+plasticlid,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/17/134224-1957ce07-f6fb-4858-a26e-99f1a006b695-85d52f04-af51-3de5-b860-46841470a674.jpg,Ocean Wise,grainymustard,CA,CBD,Downtown
3745699,49.28023833,-123.1168888,7/17/2019 15:51,timhortons+coffeecup+plasticlid+coffeesleeve,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/17/134224-ffda6af3-822a-472a-8b65-edb5ee40b34a-85d52f04-af51-3de5-b860-46841470a674.jpg,Ocean Wise,grainymustard,CA,CBD,Downtown
3633797,49.28938271,-123.1265338,7/1/2019 21:05,coke,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-ff853718-0b2b-42f1-8410-56dcbda1696d-d7c1471c-f74e-3c5b-b9ae-bdf6a020315e.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633796,49.28941594,-123.1265089,7/1/2019 21:05,nylon cord,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-5388c04b-7ca7-4a51-8659-0b42086b20af-10a81fa5-a9f0-3023-a392-754a7288a546.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633795,49.28943023,-123.1266609,7/1/2019 21:05,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-e269df80-fbe5-4b0a-895b-887be443156c-3f98eaa6-0545-37f6-986d-0a3201a93dbf.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633794,49.28944029,-123.1266482,7/1/2019 21:04,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-b5e0d0bc-cc0f-49d5-a0af-b2d06113ead7-5684be0e-b27f-3bbd-9dcb-3ae81d466732.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633793,49.28881655,-123.1189513,7/1/2019 21:04,nylon cord,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-30ce174f-9246-4ea8-a066-9571aaadbaa1-4a7b2d25-a8c9-3ff6-8bc4-09c44bad961d.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633789,49.28954951,-123.1270497,7/1/2019 21:03,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-3c4e504a-21a5-4a10-bbeb-57e33c8d0d42-03b5aa89-1e49-3110-8602-c93070c93ec4.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633788,49.28928992,-123.12667,7/1/2019 21:03,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-401b0f0c-a56f-493b-9265-fd8d4cfd8b61-416fd2ad-82d7-3cc7-a83c-2831fc5e3816.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633787,49.28987858,-123.1283205,7/1/2019 21:01,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-4f230819-f782-418a-812e-6c9a85e3aa84-98048ffb-96d2-3e30-9aa5-07f146989075.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633786,49.28997556,-123.1283655,7/1/2019 21:01,can,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-b44eb469-25d2-498b-91e0-a7792c3933c9-0cba6c9d-c016-3688-a001-38ffbf5bf67d.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633785,49.29007677,-123.1284821,7/1/2019 21:01,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-9dce2e7b-1f67-4d70-94a9-0cc51d570dc3-ffab18b7-a4e1-35a9-a8a5-e6d9d1ebe07b.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633784,49.29005133,-123.1285333,7/1/2019 21:01,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-f57f8e83-ddf9-4128-a6cc-55aa092214f4-5c1be486-e30d-3b6d-a674-24ef2637e43e.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633783,49.29005133,-123.1285333,7/1/2019 21:01,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-1282fb1f-6b6d-4bd0-8b3f-4ea88ca3d790-345e3aa0-271b-3bd6-9e27-3ea75d4255bd.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633782,49.29005133,-123.1285333,7/1/2019 21:00,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-e4cffe43-1a85-44a2-9860-1c6f1252d249-a0b6959f-123c-3ed8-a967-54e7642f7fd2.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633778,49.29001458,-123.1285725,7/1/2019 21:00,cup,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-0fd79c33-5d85-48ea-852f-13412c3c1528-add9bd1c-2e69-31cf-92fe-2c50d42ec409.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633781,49.29005133,-123.1285333,7/1/2019 21:00,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-04c09ff7-1fd7-4009-9d8e-0411edeb1697-92389604-a368-39bc-a53b-3ff32f13d6a6.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633777,49.29007467,-123.1285352,7/1/2019 20:59,wrapper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-3bf699f0-6897-480f-a996-374259fd2bff-a1209340-05e9-36ac-afc6-dcd0776afac6.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633780,49.29003159,-123.1285219,7/1/2019 20:59,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-67b13cc0-7e5b-466f-a2da-9522f8a65a73-487afa13-9e6b-362e-b0a4-5c55170bb7aa.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633776,49.29010481,-123.1285872,7/1/2019 20:59,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-d9d05a75-5b3b-4ab7-b8f1-acb336e2c4a8-caae2a48-5737-3c2a-bd5f-8ca2a4190429.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633779,49.29003302,-123.1286015,7/1/2019 20:58,plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-45a3c662-2ca1-46a2-b2c8-c5dda9ecaff0-e085ce12-a9e1-3208-a233-22f9e9f067e4.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633773,49.29011294,-123.1288053,7/1/2019 20:56,paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-73a247d7-ec7c-480c-bbfb-56dd77cc8054-387b5fec-ad9f-358b-b10a-3566c5d05efc.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633772,49.29010795,-123.1288035,7/1/2019 20:56,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-fb61055e-ae5d-48ac-99ee-e54c4a4b0888-577597a4-7570-3a9f-a46a-2dd3275da27e.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633771,49.29009131,-123.1288006,7/1/2019 20:56,plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-9c15e946-655f-4def-9b1e-0ff8b3028e42-a8ace83f-8be6-35c8-9f8e-35077acc6542.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633770,49.29010187,-123.128889,7/1/2019 20:55,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-af9dd02b-254a-406d-8e4a-d989a2c9372a-d4177f5b-9a5e-32d3-9e38-f64691af4eea.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633769,49.29010556,-123.1287599,7/1/2019 20:55,paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-d57e899b-150e-4b82-9f78-f7831ab18dfd-da5bb9e1-2685-31f6-9993-d557674f3d85.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633768,49.29010556,-123.1287599,7/1/2019 20:55,paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-32dcd083-18be-491e-a713-0e3ff2d23791-ceae6717-b6a4-34f4-b242-421511c32d98.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633767,49.29010162,-123.1288003,7/1/2019 20:55,can,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-56470d92-ff6b-4b77-b8d1-ec0d62efed94-f2e06086-d0c1-3af7-a9bd-72a5de921d22.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633766,49.29012899,-123.128926,7/1/2019 20:55,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-fd5c1a19-4fbd-4282-aa4e-faf2ac48bb05-b77f0158-394d-3ae4-b5be-30e67f73b77b.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633765,49.29007396,-123.1291011,7/1/2019 20:55,plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-dc1dc96b-281c-4bd5-8515-c45b46165bb7-fc54a6f0-cd7a-388a-bd2a-6c44abf2b069.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633764,49.29033059,-123.1292311,7/1/2019 20:54,paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134305-3b6f3e7f-0fa6-440d-be8e-332cc40bb5f8-b632a8ee-2a1d-317c-a105-03abd1977a5c.jpg,West End Cleanup,mmsvan,CA,CBD,Downtown
3633763,49.2900199,-123.1290546,7/1/2019 20:54,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134353-7fbfa9e5-abbd-4973-8ad2-6ece4dacae64-f3893ee4-9a55-3598-adc0-45bda494c8a2.jpg,West End Cleanup,westend-,CA,CBD,Downtown
3633209,49.28328852,-123.1125155,7/1/2019 18:39,plastic+wrapper+maynards+paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134366-1e6ca80f-6e87-4532-a931-bb80d8b1f1ab-f85d5b3e-ccd7-3c6a-bd76-7f92a07328fe.jpg,Ocean Heroes,evan-george,CA,CBD,Downtown
3633021,49.28287961,-123.1135887,7/1/2019 17:54,plastic+wrapper+unknown+unidentified,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134366-e461d38f-ac4c-48fa-8d03-d9deebeb9274-edc519dc-9dde-3ff5-b416-85d4ca6a14bf.jpg,Ocean Heroes,evan-george,CA,CBD,Downtown
3639812,49.29034846,-123.1174481,7/1/2019 4:57,wrapper+granola bar+love child,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134274-77f8f489-5422-46a1-b010-6b5edf938e66-072303ce-025d-3cec-8552-79674dd625da.jpg,Ocean Heroes,jessicamorcombe,CA,CBD,Downtown
3639811,49.29037602,-123.117463,7/1/2019 4:56,cigarette+john player+smoking,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134274-52e805ae-b71a-4bc0-aca6-a23bc5315115-26ef71ae-a973-3eec-a1fb-efaf550321e4.jpg,Ocean Heroes,jessicamorcombe,CA,CBD,Downtown
3639810,49.29038779,-123.1174673,7/1/2019 4:56,paper+napkin,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134274-9fcf8d7a-e4a8-4be6-965f-cfba0a1c97e7-6b0af96a-e4e4-3385-8566-5505fccaab2e.jpg,Ocean Heroes,jessicamorcombe,CA,CBD,Downtown
3627698,49.29061002,-123.1181289,7/1/2019 4:54,suncorp+paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134274-ec4f71fe-20df-4d0e-8391-e2fa33c26659-8895d8e0-db08-3e30-870b-6cdcc679f9d0.jpg,Ocean Heroes,jessicamorcombe,CA,CBD,Downtown
3627285,49.27316077,-123.1234043,7/1/2019 2:43,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-4141808a-10e5-4740-bcb2-c79599769ceb-11e3e831-5e2d-3b13-afd8-1233beeea840.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627284,49.27315495,-123.1234319,7/1/2019 2:42,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-7d7d9602-a32f-45a7-ad7b-c7e4436c672c-483a4170-8a60-3c95-8dad-d0c8e938deef.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627271,49.27467891,-123.1231925,7/1/2019 2:36,plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-a9ce0ed3-f6a4-4eb1-a9dc-af3306cb740b-5bd1d237-2b62-3912-8246-87590f2bec4b.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627270,49.27536753,-123.1220169,7/1/2019 2:34,bottle,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-e8707c73-6048-444c-8d6b-923bc822663e-273074ba-5e1a-3819-a5ea-d09bdc35d8d5.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627268,49.27568465,-123.1214288,7/1/2019 2:33,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-0431112c-f951-4fcb-b7f3-bf22fd75bc5a-dd4e95e7-34ac-3036-9c35-c264bc33de3e.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627266,49.27569688,-123.1214277,7/1/2019 2:33,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-e2fa86fb-f785-4c91-81ad-4222a4d28095-eed31126-6c0c-35ac-a15a-dbebc1a9212a.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627265,49.27573251,-123.1214458,7/1/2019 2:32,plastic+wrapper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-8ef40ea6-583a-49f2-afd5-62a93fc4b18b-20a83b46-9b82-34e8-99ab-9d82053d0367.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627264,49.27622039,-123.1210188,7/1/2019 2:30,paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-0d014d28-c7c4-441e-acd8-547fb93e6f46-b8e3d064-6796-3322-b427-e3d3a2ea4208.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627263,49.27624722,-123.1209961,7/1/2019 2:30,cigarette+paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-00b4b66c-6222-4893-8c5d-da23eeb407a2-5e81588a-bdfb-340f-bf73-73825ed6d28d.jpg,Ocean Heroes,alexander-is-awesome-,CA,CBD,Downtown
3627262,49.27641351,-123.120349,7/1/2019 2:23,plastic+wrapper+packaging,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-1f9d9815-61d8-4211-8e70-148dca22742a-a4357db5-e1c2-3923-b89b-152ff7e181bd.jpg,,alexander-is-awesome-,CA,CBD,Downtown
3627261,49.27638968,-123.1205611,7/1/2019 2:22,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-b2bf3de7-e412-4e65-ae0a-a098aacffe7f-7e36aceb-19aa-3ff1-8c29-d20e15669fbf.jpg,,alexander-is-awesome-,CA,CBD,Downtown
3627260,49.27643757,-123.1204896,7/1/2019 2:22,cigarette,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134365-f5ae7d3e-3248-4f0a-b29a-4d49ab9c0a1c-dc466abb-9598-3377-ae01-0b223b9a6448.jpg,,alexander-is-awesome-,CA,CBD,Downtown
3687489,49.28138293,-123.1255135,7/1/2019 1:07,paper,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134333-a9e798d6-908f-4487-bae8-2cdd09cad18c-f3148a81-d2f4-3bdc-ad08-6a017fcafc54.jpg,,savetheworld8,CA,CBD,Downtown
3687490,49.2812497,-123.1253578,7/1/2019 1:06,plastic,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134333-2ca8e72a-8590-4265-ae20-c94d6d36d17c-f071622e-861b-34c1-834d-b97aec06ac82.jpg,,savetheworld8,CA,CBD,Downtown
3626812,49.28088727,-123.1256112,7/1/2019 1:05,,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134352-e17b15a8-f72e-426c-9b22-9a8b8e63580a-e9913660-c06c-3b24-97e8-739b5d26bea6.jpg,Ocean Heroes,izzy.wella,CA,CBD,Downtown
3687491,49.28109258,-123.1259394,7/1/2019 1:05,floss,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134333-26d4705b-58df-47b6-a6ba-82ac3acf34a2-3ec449e3-8f1c-3409-8b81-48c49bdaffe6.jpg,,savetheworld8,CA,CBD,Downtown
3687492,49.28108093,-123.1260085,7/1/2019 1:05,napkin and plastic cup top from starbuks,https://litterati-images-prod.s3-us-west-2.amazonaws.com/2019/07/01/134333-1b6f0b90-e71c-435e-b023-9281ffc30ba5-14c08395-c5cd-3a2a-babb-53037bcae59f.jpg,,savetheworld8,CA,CBD,Downtown
